id,name,brand_id,year,fuel,price,fk_range
30565,XJ6 Diversion S ABS   (2010-2012),101,2011,2,7213,3
30566,XT 1200 Z Super Tenere   (2010-2015),101,2011,2,10540,2
30567,XT 1200 Z Super Tenere  E (2010-2015),101,2011,2,9987,4
30568,XT 1200 Z Super Tenere Adventure   (2011-2014),101,2011,2,5962,1
30569,XT 125 R   (2008-2015),101,2011,2,7735,4
30570,XT 660 R   (2009-2015),101,2011,2,8723,3
30571,XT 660 X   (2010-2015),101,2011,2,4186,2
30572,XT 660 Z Tenere   (2009-2016),101,2011,2,1949,2
30573,XT 660 Z Tenere ABS   (2010-2016),101,2011,2,2754,3
30574,XVS 1300 A Midnight Star   (2009-2015),101,2011,2,2878,4
30575,XVS 650 A Drag Star   (2009-2015),101,2011,2,2924,4
30576,XVS 950 A Midnight Star   (2010-2015),101,2011,2,9480,2
30577,XVS 950 A Midnight Star Tourer   (2010-2015),101,2011,2,6269,3
30578,YBR 125   (2010-2017),101,2011,2,10308,2
30579,YBR 125 Clasic SP   (2008-2013),101,2011,2,8109,4
30580,YBR 125 Classic   (2009-2016),101,2011,2,8695,4
30581,YBR 250   (2009-2015),101,2011,2,10755,2
30582,YZ 125   (2011-2017),101,2011,2,5762,2
30583,YZ 250   (2011-2014),101,2011,2,10166,1
30584,YZ 450 F   (2011-2013),101,2011,2,8230,3
30585,YZ 85   (2011-2017),101,2011,2,6965,2
30586,YZ 85 LW   (2010-2013),101,2011,2,10879,3
30587,YZF R 125   (2009-2013),101,2011,2,2589,1
30588,YZF R1   (2010-2014),101,2011,2,9061,3
30589,YZF R6   (2010-2016),101,2011,2,6021,1
30590,Aerox 50 R   (2010-2013),101,2012,2,3265,4
30591,Aerox 50 R.   (2011-2017),101,2012,2,9695,4
30592,Aerox SP55   (2011-2012),101,2012,2,10991,1
30593,BWS 125   (2010-2013),101,2012,2,8484,2
30594,BWS ROCKSTAR 125   (2011-2013),101,2012,2,6086,3
30595,Cygnus 125 X   (2012),101,2012,2,7310,2
30596,DT 50 R   (2011-2013),101,2012,2,2656,4
30597,DT 50 X   (2011-2013),101,2012,2,4210,3
30598,Fazer8 S Sport   (2011-2013),101,2012,2,4594,3
30599,FJR 1300 A   (2010-2012),101,2012,2,4208,1
30600,FZ1 N   (2010-2013),101,2012,2,8384,4
30601,FZ1 N ABS   (2010-2013),101,2012,2,3346,1
30602,FZ1 S FAZER   (2012-2013),101,2012,2,2173,1
30603,FZ1 S FAZER ABS   (2007-2013),101,2012,2,3313,3
30604,FZ8 N   (2010-2012),101,2012,2,9271,4
30605,FZ8 N ABS   (2010-2013),101,2012,2,9659,4
30606,FZ8 N Sport   (2011-2013),101,2012,2,2187,4
30607,FZ8 S   (2010-2012),101,2012,2,2500,3
30608,FZ8 S ABS   (2010-2012),101,2012,2,5882,1
30609,Jog 50 R   (2010-2015),101,2012,2,9544,2
30610,Majesty 400   (2010-2012),101,2012,2,9488,4
30611,Majesty 400 ABS   (2010-2012),101,2012,2,1815,4
30612,MT 03   (2011-2015),101,2012,2,1994,3
30613,Neo's 50   (2011-2017),101,2012,2,2709,1
30614,Neo's 50 4T   (2010-2013),101,2012,2,10732,4
30615,PW 50   (2009-2017),101,2012,2,9189,3
30616,T-Max 500 ABS   (2010-2013),101,2012,2,10576,1
30617,T-Max 530   (2012-2016),101,2012,2,7058,4
30618,T-Max 530 ABS   (2012-2014),101,2012,2,2823,4
30619,T-Max 530 ABS BLACK MAX   (2012-2013),101,2012,2,9668,2
30620,T-Max 530 BLACK MAX   (2012-2013),101,2012,2,5889,3
30621,TT R 110 E   (2012-2017),101,2012,2,3206,1
30622,TT R 50 E   (2012-2015),101,2012,2,1794,2
30623,TZR 50   (2010-2017),101,2012,2,8065,2
30624,TZR 50 50th Anniversary   (2012-2014),101,2012,2,7460,1
30625,TZR 50th Anniversary   (2012-2013),101,2012,2,3680,2
30626,TZR 50th Anniversary   (2012-2013),101,2012,2,1653,2
30627,VITY 125   (2010-2015),101,2012,2,10449,2
30628,V-Max 1700   (2010-2016),101,2012,2,9451,1
30629,Why 50   (2008-2012),101,2012,2,9956,4
30630,WR 125 R   (2011-2015),101,2012,2,4651,2
30631,WR 125 X   (2011-2015),101,2012,2,7475,4
30632,WR 250 F   (2011-2013),101,2012,2,6364,4
30633,WR 450 F   (2011-2015),101,2012,2,5818,4
30634,X enter 125   (modelo actual),101,2012,2,1816,1
30635,X enter 125 Moto GP   (2012-2014),101,2012,2,9718,1
30636,X enter 125 Urban Edition   (2012-2014),101,2012,2,1545,3
30637,X enter Urban Edition   (2012),101,2012,2,2684,2
30638,X MAX 125   (2010-2015),101,2012,2,2939,3
30639,X MAX 125 ABS   (2011-2015),101,2012,2,3981,1
30640,X MAX 125 Black   (2008-2013),101,2012,2,8567,1
30641,X MAX 125 Sport   (2011-2017),101,2012,2,1660,3
30642,X MAX 250   (2010-2014),101,2012,2,9535,4
30643,X MAX 250 ABS   (2011-2014),101,2012,2,2867,1
30644,X MAX 250 Black   (2008-2013),101,2012,2,3134,3
30645,X MAX 250 Sport   (2011-2014),101,2012,2,6589,2
30646,X MAX MOMODESING 125   (2012-2015),101,2012,2,7728,4
30647,X MAX MOMODESING 125 ABS   (2011-2013),101,2012,2,10880,4
30648,X MAX MOMODESING 250   (2012-2013),101,2012,2,1873,2
30649,X MAX MOMODESING 250 ABS   (2011-2013),101,2012,2,7810,1
30650,X-CITY 125   (2009-2014),101,2012,2,7767,4
30651,X-CITY 125 Executive   (2011-2013),101,2012,2,3243,1
30652,X-CITY 250   (2010-2015),101,2012,2,6919,4
30653,XJ6 Diversion F   (2010-2012),101,2012,2,10869,4
30654,XJ6 Diversion F ABS   (2010-2012),101,2012,2,9222,4
30655,XJ6 Diversion N   (2010-2012),101,2012,2,8188,4
30656,XJ6 Diversion N ABS   (2010-2013),101,2012,2,8636,2
30657,XJ6 Diversion S   (2010-2012),101,2012,2,4706,2
30658,XJ6 Diversion S ABS   (2010-2012),101,2012,2,5294,3
30659,XT 1200 Z Super Tenere   (2010-2015),101,2012,2,9839,2
30660,XT 1200 Z Super Tenere  E (2010-2015),101,2012,2,2972,4
30661,XT 1200 Z Super Tenere Adventure   (2011-2014),101,2012,2,4563,1
30662,XT 1200 Z Super TÃ©nÃ©rÃ© Worldcrosser   (2012-2014),101,2012,2,4409,4
30663,XT 125 R   (2008-2015),101,2012,2,6819,4
30664,XT 660 R   (2009-2015),101,2012,2,10843,3
30665,XT 660 X   (2010-2015),101,2012,2,7791,2
30666,XT 660 Z Tenere   (2009-2016),101,2012,2,3176,2
30667,XT 660 Z Tenere ABS   (2010-2016),101,2012,2,4855,3
30668,XVS 1300 A Midnight Star   (2009-2015),101,2012,2,4096,4
30669,XVS 650 A Drag Star   (2009-2015),101,2012,2,6841,4
30670,XVS 950 A Midnight Star   (2010-2015),101,2012,2,9639,2
30671,XVS 950 A Midnight Star Tourer   (2010-2015),101,2012,2,4368,3
30672,YBR 125   (2010-2017),101,2012,2,10385,2
30673,YBR 125 Clasic SP   (2008-2013),101,2012,2,4109,4
30674,YBR 125 Classic   (2009-2016),101,2012,2,5681,4
30675,YBR 250   (2009-2015),101,2012,2,10702,2
30676,YZ 125   (2011-2017),101,2012,2,7949,2
30677,YZ 250   (2011-2014),101,2012,2,6798,1
30678,YZ 450 F   (2011-2013),101,2012,2,6858,3
30679,YZ 85   (2011-2017),101,2012,2,10769,2
30680,YZ 85 LW   (2010-2013),101,2012,2,2648,3
30681,YZF R 125   (2009-2013),101,2012,2,3627,1
30682,YZF R1   (2010-2014),101,2012,2,1625,3
30683,YZF R1 50Âº aniversario   (2012-2013),101,2012,2,8296,2
30684,YZF R125 50Âº aniversario   (2012-2014),101,2012,2,10960,1
30685,YZF R6   (2010-2016),101,2012,2,9540,1
30686,YZF R6 50Âº aniversario   (2012-2013),101,2012,2,6939,2
30687,Aerox 50 R   (2010-2013),101,2013,2,9525,4
30688,Aerox 50 R Naked   (2013),101,2013,2,4887,2
30689,Aerox 50 R Naked   (2013-2015),101,2013,2,6718,2
30690,Aerox 50 R.   (2011-2017),101,2013,2,2144,4
30691,BWS 125   (2010-2013),101,2013,2,6978,2
30692,BWS ROCKSTAR 125   (2011-2013),101,2013,2,8721,3
30693,D'elight   (2013-2016),101,2013,2,8290,4
30694,DT 50 R   (2011-2013),101,2013,2,7415,4
30695,DT 50 X   (2011-2013),101,2013,2,5241,3
30696,Fazer8  N (2013-2014),101,2013,2,5702,4
30697,Fazer8 S   (2013-2014),101,2013,2,2886,3
30698,Fazer8 S ABS   (2013-2014),101,2013,2,10819,2
30699,Fazer8 S Sport   (2011-2013),101,2013,2,3842,3
30700,FJR 1300 A   (2013-2015),101,2013,2,5881,4
30701,FJR 1300 AS   (2013-2015),101,2013,2,5916,2
30702,FZ1 N   (2010-2013),101,2013,2,9229,4
30703,FZ1 N ABS   (2010-2013),101,2013,2,3374,1
30704,FZ1 S FAZER   (2012-2013),101,2013,2,4131,1
30705,FZ1 S FAZER ABS   (2007-2013),101,2013,2,3380,3
30706,FZ8 N ABS   (2010-2013),101,2013,2,10261,4
30707,FZ8 N Sport   (2011-2013),101,2013,2,9520,4
30708,Jog 50 R   (2010-2015),101,2013,2,7042,2
30709,Jog 50 RR   (2013-2017),101,2013,2,6174,1
30710,MT 03   (2011-2015),101,2013,2,3554,3
30711,MT 09   (2013-2016),101,2013,2,3846,1
30712,Neo's 50   (2011-2017),101,2013,2,8542,1
30713,Neo's 50 4T   (2010-2013),101,2013,2,8978,4
30714,Neo's 50 4T UBS   (modelo actual),101,2013,2,10771,1
30715,PW 50   (2009-2017),101,2013,2,10107,3
30716,T-Max 500 ABS   (2010-2013),101,2013,2,6360,1
30717,T-Max 530   (2012-2016),101,2013,2,2145,4
30718,T-Max 530 ABS   (2012-2014),101,2013,2,9173,4
30719,T-Max 530 ABS BLACK MAX   (2012-2013),101,2013,2,2068,2
30720,T-Max 530 BLACK MAX   (2012-2013),101,2013,2,2064,3
30721,TT R 110 E   (2012-2017),101,2013,2,8754,1
30722,TT R 50 E   (2012-2015),101,2013,2,6958,2
30723,TZR 50   (2010-2017),101,2013,2,10894,2
30724,TZR 50 50th Anniversary   (2012-2014),101,2013,2,4374,1
30725,TZR 50th Anniversary   (2012-2013),101,2013,2,7669,2
30726,TZR 50th Anniversary   (2012-2013),101,2013,2,6898,2
30727,VITY 125   (2010-2015),101,2013,2,6397,2
30728,V-Max 1700   (2010-2016),101,2013,2,6299,1
30729,WR 125 R   (2011-2015),101,2013,2,7224,2
30730,WR 125 X   (2011-2015),101,2013,2,1781,4
30731,WR 250 F   (2011-2013),101,2013,2,7925,4
30732,WR 450 F   (2011-2015),101,2013,2,8637,4
30733,X enter 125   (modelo actual),101,2013,2,2747,1
30734,X enter 125 Moto GP   (2012-2014),101,2013,2,6069,1
30735,X enter 125 Urban Edition   (2012-2014),101,2013,2,10133,3
30736,X enter Urban Edition   (2012),101,2013,2,3981,2
30737,X enter Urban Edition.   (2013),101,2013,2,8813,1
30738,X MAX 125   (2010-2015),101,2013,2,10885,3
30739,X MAX 125 ABS   (2011-2015),101,2013,2,7634,1
30740,X MAX 125 ABS Executive   (2013-2014),101,2013,2,9854,3
30741,X MAX 125 Black   (2008-2013),101,2013,2,8176,1
30742,X MAX 125 Executive   (2013-2014),101,2013,2,7257,1
30743,X MAX 125 Sport   (2011-2017),101,2013,2,2882,3
30744,X MAX 250   (2010-2014),101,2013,2,10565,4
30745,X MAX 250 ABS   (2011-2014),101,2013,2,2087,1
30746,X MAX 250 ABS Executive   (2013-2014),101,2013,2,8250,2
30747,X MAX 250 Black   (2008-2013),101,2013,2,8337,3
30748,X MAX 250 Executive   (2013-2014),101,2013,2,10671,4
30749,X MAX 250 Sport   (2011-2014),101,2013,2,9820,2
30750,X MAX 400   (2013-2015),101,2013,2,4922,4
30751,X MAX MOMODESING 125   (2012-2015),101,2013,2,4901,4
30752,X MAX MOMODESING 125 ABS   (2011-2013),101,2013,2,10000,4
30753,X MAX MOMODESING 250   (2012-2013),101,2013,2,6226,2
30754,X MAX MOMODESING 250 ABS   (2011-2013),101,2013,2,3154,1
30755,X-CITY 125   (2009-2014),101,2013,2,6334,4
30756,X-CITY 125 Executive   (2011-2013),101,2013,2,6218,1
30757,X-CITY 250   (2010-2015),101,2013,2,9176,4
30758,XJ6 Diversion F ABS   (2013-2015),101,2013,2,7489,2
30759,XJ6 Diversion N  ABS   (2013-2014),101,2013,2,6000,1
30760,XJ6 Diversion N ABS   (2010-2013),101,2013,2,4630,2
30761,XJ6 Diversion N SP   (2013-2015),101,2013,2,7212,3
30762,XJ6 Diversion N SP ABS   (2013-2015),101,2013,2,2746,4
30763,XJ6 Diversion N.   (2013-2016),101,2013,2,4627,4
30764,XJ6 Diversion S   (2013-2015),101,2013,2,10755,2
30765,XJ6 Diversion S ABS   (2013-2015),101,2013,2,3996,2
30766,XT 1200 Z Super Tenere   (2010-2015),101,2013,2,5011,2
30767,XT 1200 Z Super Tenere  E (2010-2015),101,2013,2,5551,4
30768,XT 1200 Z Super Tenere Adventure   (2011-2014),101,2013,2,2244,1
30769,XT 1200 Z Super TÃ©nÃ©rÃ© Worldcrosser   (2012-2014),101,2013,2,4665,4
30770,XT 125 R   (2008-2015),101,2013,2,5545,4
30771,XT 660 R   (2009-2015),101,2013,2,6935,3
30772,XT 660 X   (2010-2015),101,2013,2,4649,2
30773,XT 660 Z Tenere   (2009-2016),101,2013,2,5478,2
30774,XT 660 Z Tenere ABS   (2010-2016),101,2013,2,9877,3
30775,XV 1900 A Midnight Star   (2013-2015),101,2013,2,8849,2
30776,XVS 1300 A Midnight Star   (2009-2015),101,2013,2,8855,4
30777,XVS 650 A Drag Star   (2009-2015),101,2013,2,6247,4
30778,XVS 950 A Midnight Star   (2010-2015),101,2013,2,2101,2
30779,XVS 950 A Midnight Star Tourer   (2010-2015),101,2013,2,7175,3
30780,YBR 125   (2010-2017),101,2013,2,9419,2
30781,YBR 125 Clasic SP   (2008-2013),101,2013,2,4071,4
30782,YBR 125 Classic   (2009-2016),101,2013,2,2353,4
30783,YBR 250   (2009-2015),101,2013,2,5791,2
30784,YZ 125   (2011-2017),101,2013,2,6706,2
30785,YZ 250   (2011-2014),101,2013,2,3491,1
30786,YZ 250 F   (2013),101,2013,2,8663,1
30787,YZ 450 F   (2011-2013),101,2013,2,6451,3
30788,YZ 85   (2011-2017),101,2013,2,8365,2
30789,YZ 85 LW   (2010-2013),101,2013,2,6694,3
30790,YZF R 125   (2009-2013),101,2013,2,8106,1
30791,YZF R1   (2010-2014),101,2013,2,4196,3
30792,YZF R1 50Âº aniversario   (2012-2013),101,2013,2,5378,2
30793,YZF R125 50Âº aniversario   (2012-2014),101,2013,2,9339,1
30794,YZF R6   (2010-2016),101,2013,2,10208,1
30795,YZF R6 50Âº aniversario   (2012-2013),101,2013,2,10827,2
30796,Aerox 50 R Naked   (2013-2015),101,2014,2,6633,2
30797,Aerox 50 R.   (2011-2017),101,2014,2,10151,4
30798,D'elight   (2013-2016),101,2014,2,4297,4
30799,Fazer8  N (2013-2014),101,2014,2,7568,4
30800,Fazer8 S   (2013-2014),101,2014,2,8682,3
30801,Fazer8 S ABS   (2013-2014),101,2014,2,10116,2
30802,FJR 1300 A   (2013-2015),101,2014,2,5386,4
30803,FJR 1300 AE   (2014-2015),101,2014,2,2230,4
30804,FJR 1300 AS   (2013-2015),101,2014,2,1665,2
30805,Jog 50 R   (2010-2015),101,2014,2,8243,2
30806,Jog 50 RR   (2013-2017),101,2014,2,3267,1
30807,Majesty  S (2014-2015),101,2014,2,4683,4
30808,MOTO CAGE   (2014-2015),101,2014,2,5700,1
30809,MT 03   (2011-2015),101,2014,2,9536,3
30810,MT 09   (2013-2016),101,2014,2,7049,1
30811,MT 09  Street Rally (2014-2015),101,2014,2,3295,3
30812,MT 09  Street Tracker (2014-2015),101,2014,2,7719,4
30813,MT 09 ABS   (2014-2017),101,2014,2,8050,2
30814,MT-07   (2014-2016),101,2014,2,9395,1
30815,MT-07  ABS (2014-2017),101,2014,2,6055,4
30816,MT-125   (2014-2016),101,2014,2,6498,2
30817,Neo's 50   (2011-2017),101,2014,2,3738,1
30818,Neo's 50 4T UBS   (modelo actual),101,2014,2,7325,1
30819,PW 50   (2009-2017),101,2014,2,4736,3
30820,SR400   (2014-2016),101,2014,2,7522,1
30821,T-Max 530   (2012-2016),101,2014,2,10028,4
30822,T-Max 530  Bronce Max (2014-2015),101,2014,2,7716,4
30823,T-Max 530 ABS   (2012-2014),101,2014,2,5645,4
30824,T-Max 530 ABS  Bronce Max (2014-2019),101,2014,2,5583,1
30825,TT R 110 E   (2012-2017),101,2014,2,6736,1
30826,TT R 50 E   (2012-2015),101,2014,2,5376,2
30827,TZR 50   (2010-2017),101,2014,2,2034,2
30828,TZR 50 50th Anniversary   (2012-2014),101,2014,2,6240,1
30829,VITY 125   (2010-2015),101,2014,2,6004,2
30830,V-Max 1700   (2010-2016),101,2014,2,3048,1
30831,WR 125 R   (2011-2015),101,2014,2,6575,2
30832,WR 125 X   (2011-2015),101,2014,2,6148,4
30833,WR 450 F   (2011-2015),101,2014,2,4989,4
30834,X enter 125   (modelo actual),101,2014,2,9917,1
30835,X enter 125 Moto GP   (2012-2014),101,2014,2,5710,1
30836,X enter 125 Urban Edition   (2012-2014),101,2014,2,2669,3
30837,X enter Urban Edition   (2012),101,2014,2,2811,2
30838,X enter Urban Edition.   (2013),101,2014,2,2977,1
30839,X MAX 125   (2010-2015),101,2014,2,5632,3
30840,X MAX 125 ABS   (2011-2015),101,2014,2,1555,1
30841,X MAX 125 ABS Executive   (2013-2014),101,2014,2,3163,3
30842,X MAX 125 Executive   (2013-2014),101,2014,2,8813,1
30843,X MAX 125 Sport   (2011-2017),101,2014,2,4874,3
30844,X MAX 250   (2010-2014),101,2014,2,9494,4
30845,X MAX 250 ABS   (2011-2014),101,2014,2,10687,1
30846,X MAX 250 ABS Executive   (2013-2014),101,2014,2,2805,2
30847,X MAX 250 Executive   (2013-2014),101,2014,2,4459,4
30848,X MAX 250 Sport   (2011-2014),101,2014,2,8835,2
30849,X MAX 400   (2013-2015),101,2014,2,9465,4
30850,X MAX 400  ABS (2014-2016),101,2014,2,7092,3
30851,X MAX 400  MOMODESIGN (2014-2015),101,2014,2,1946,1
30852,X MAX 400  MOMODESIGN ABS (2014-2015),101,2014,2,4029,3
30853,X MAX MOMODESING 125   (2012-2015),101,2014,2,6207,4
30854,X-CITY 125   (2009-2014),101,2014,2,10257,4
30855,X-CITY 250   (2010-2015),101,2014,2,2580,4
30856,XJ6 Diversion F ABS   (2013-2015),101,2014,2,8205,2
30857,XJ6 Diversion N  ABS   (2013-2014),101,2014,2,9754,1
30858,XJ6 Diversion N SP   (2013-2015),101,2014,2,2069,3
30859,XJ6 Diversion N SP ABS   (2013-2015),101,2014,2,8086,4
30860,XJ6 Diversion N.   (2013-2016),101,2014,2,3672,4
30861,XJ6 Diversion S   (2013-2015),101,2014,2,3869,2
30862,XJ6 Diversion S ABS   (2013-2015),101,2014,2,9086,2
30863,X-MAX 250  Momodesing (2014-2016),101,2014,2,3732,3
30864,XT 1200 Z Super Tenere   (2010-2015),101,2014,2,7790,2
30865,XT 1200 Z Super Tenere  E (2010-2015),101,2014,2,10909,4
30866,XT 1200 Z Super Tenere Adventure   (2011-2014),101,2014,2,6896,1
30867,XT 1200 Z Super TÃ©nÃ©rÃ© Worldcrosser   (2012-2014),101,2014,2,6282,4
30868,XT 125 R   (2008-2015),101,2014,2,6179,4
30869,XT 660 R   (2009-2015),101,2014,2,7055,3
30870,XT 660 X   (2010-2015),101,2014,2,7024,2
30871,XT 660 Z Tenere   (2009-2016),101,2014,2,9453,2
30872,XT 660 Z Tenere ABS   (2010-2016),101,2014,2,8323,3
30873,XV 1900 A Midnight Star   (2013-2015),101,2014,2,10208,2
30874,XV 950   (2014-2016),101,2014,2,1771,3
30875,XV 950 ABS   (2014-2016),101,2014,2,10420,2
30876,XV 950R ABS   (modelo actual),101,2014,2,5037,1
30877,XVS 1300 A Midnight Star   (2009-2015),101,2014,2,2423,4
30878,XVS 650 A Drag Star   (2009-2015),101,2014,2,4435,4
30879,XVS 950 A Midnight Star   (2010-2015),101,2014,2,10397,2
30880,XVS 950 A Midnight Star Tourer   (2010-2015),101,2014,2,3586,3
30881,YBR 125   (2010-2017),101,2014,2,9770,2
30882,YBR 125 Classic   (2009-2016),101,2014,2,1779,4
30883,YBR 250   (2009-2015),101,2014,2,8290,2
30884,YZ 125   (2011-2017),101,2014,2,2948,2
30885,YZ 250   (2011-2014),101,2014,2,10338,1
30886,YZ 250 F   (2014-2017),101,2014,2,4950,2
30887,YZ 450 F   (2014-2015),101,2014,2,2573,3
30888,YZ 85   (2011-2017),101,2014,2,7807,2
30889,YZF R 125   (2014-2016),101,2014,2,2801,4
30890,YZF R1   (2010-2014),101,2014,2,8850,3
30891,YZF R125 50Âº aniversario   (2012-2014),101,2014,2,9543,1
30892,YZF R6   (2010-2016),101,2014,2,3923,1
30893,60th Aniversario   (2015-2016),101,2015,2,1781,3
30894,Aerox 50 R Naked   (2013-2015),101,2015,2,4339,2
30895,Aerox 50 R.   (2011-2017),101,2015,2,4940,4
30896,D'elight   (2013-2016),101,2015,2,2083,4
30897,FJR 1300 A   (2013-2015),101,2015,2,9669,4
30898,FJR 1300 AE   (2014-2015),101,2015,2,1640,4
30899,FJR 1300 AS   (2013-2015),101,2015,2,1531,2
30900,Jog 50 R   (2010-2015),101,2015,2,5598,2
30901,Jog 50 RR   (2013-2017),101,2015,2,8667,1
30902,Majesty  S (2014-2015),101,2015,2,8435,4
30903,MOTO CAGE   (2014-2015),101,2015,2,3193,1
30904,MT 03   (2011-2015),101,2015,2,8641,3
30905,MT 09   (2013-2016),101,2015,2,4998,1
30906,MT 09  Street Rally (2014-2015),101,2015,2,9752,3
30907,MT 09  Street Tracker (2014-2015),101,2015,2,9163,4
30908,MT 09  Tracer (2015-2016),101,2015,2,9683,3
30909,MT 09 ABS   (2014-2017),101,2015,2,4309,2
30910,MT-07   (2014-2016),101,2015,2,3462,1
30911,MT-07  ABS (2014-2017),101,2015,2,5594,4
30912,MT-09 ABS TRACER   (2015-2017),101,2015,2,8994,3
30913,MT-125   (2014-2016),101,2015,2,6726,2
30914,Neo's 50   (2011-2017),101,2015,2,2627,1
30915,Neo's 50 4T UBS   (modelo actual),101,2015,2,6598,1
30916,NMAX   (2015-2020),101,2015,2,10428,3
30917,PW 50   (2009-2017),101,2015,2,1749,3
30918,SR400   (2014-2016),101,2015,2,2759,1
30919,T-Max   (2015-2016),101,2015,2,10779,4
30920,T-Max 530   (2012-2016),101,2015,2,10127,4
30921,T-Max 530  Bronce Max (2014-2015),101,2015,2,3194,4
30922,T-Max 530  Iron Max (2015),101,2015,2,5151,3
30923,T-Max 530 ABS  Bronce Max (2014-2019),101,2015,2,10014,1
30924,T-Max 530 ABS  Iron Max (2015-2017),101,2015,2,8127,4
30925,T-Max 530 ABS  LUX MAX (2015-2016),101,2015,2,3925,2
30926,Tricity  125 (2015-2017),101,2015,2,5579,4
30927,Tricity  125 ABS (2015-2017),101,2015,2,3720,2
30928,TT R 110 E   (2012-2017),101,2015,2,8915,1
30929,TT R 50 E   (2012-2015),101,2015,2,7549,2
30930,TZR 50   (2010-2017),101,2015,2,4515,2
30931,VITY 125   (2010-2015),101,2015,2,2554,2
30932,V-Max 1700   (2010-2016),101,2015,2,4008,1
30933,WR 125 R   (2011-2015),101,2015,2,9601,2
30934,WR 125 X   (2011-2015),101,2015,2,9316,4
30935,WR 250 F   (modelo actual),101,2015,2,2822,4
30936,WR 450 F   (2011-2015),101,2015,2,8416,4
30937,X enter 125   (modelo actual),101,2015,2,3372,1
30938,X enter Urban Edition   (2012),101,2015,2,9184,2
30939,X enter Urban Edition.   (2013),101,2015,2,7750,1
30940,X MAX 125   (2010-2015),101,2015,2,6320,3
30941,X MAX 125 ABS   (2011-2015),101,2015,2,9707,1
30942,X MAX 125 Sport   (2011-2017),101,2015,2,4821,3
30943,X MAX 400   (2013-2015),101,2015,2,1598,4
30944,X MAX 400  ABS (2014-2016),101,2015,2,4590,3
30945,X MAX 400  MOMODESIGN (2014-2015),101,2015,2,9579,1
30946,X MAX 400  MOMODESIGN ABS (2014-2015),101,2015,2,1909,3
30947,X MAX MOMODESING 125   (2012-2015),101,2015,2,4755,4
30948,X-CITY 250   (2010-2015),101,2015,2,1619,4
30949,XJ6 Diversion F ABS   (2013-2015),101,2015,2,6680,2
30950,XJ6 Diversion N SP   (2013-2015),101,2015,2,10250,3
30951,XJ6 Diversion N SP ABS   (2013-2015),101,2015,2,9384,4
30952,XJ6 Diversion N.   (2013-2016),101,2015,2,4774,4
30953,XJ6 Diversion S   (2013-2015),101,2015,2,8274,2
30954,XJ6 Diversion S ABS   (2013-2015),101,2015,2,2639,2
30955,XJR 1300   (2015-2016),101,2015,2,4160,1
30956,XJR 1300  60th Anniv. (2015-2017),101,2015,2,9537,4
30957,XJR 1300  Racer (2015-2016),101,2015,2,3548,2
30958,X-MAX 250  Momodesing (2014-2016),101,2015,2,6746,3
30959,XT 1200 Z Super Tenere   (2010-2015),101,2015,2,5245,2
30960,XT 1200 Z Super Tenere  E (2010-2015),101,2015,2,4501,4
30961,XT 125 R   (2008-2015),101,2015,2,3335,4
30962,XT 660 R   (2009-2015),101,2015,2,9855,3
30963,XT 660 X   (2010-2015),101,2015,2,6912,2
30964,XT 660 Z Tenere   (2009-2016),101,2015,2,2878,2
30965,XT 660 Z Tenere ABS   (2010-2016),101,2015,2,10445,3
30966,XV 1900 A Midnight Star   (2013-2015),101,2015,2,3181,2
30967,XV 950   (2014-2016),101,2015,2,6948,3
30968,XV 950 ABS   (2014-2016),101,2015,2,6875,2
30969,XV 950R ABS   (modelo actual),101,2015,2,5588,1
30970,XVS 1300 A Midnight Star   (2009-2015),101,2015,2,6363,4
30971,XVS 650 A Drag Star   (2009-2015),101,2015,2,2507,4
30972,XVS 950 A Midnight Star   (2010-2015),101,2015,2,5505,2
30973,XVS 950 A Midnight Star Tourer   (2010-2015),101,2015,2,4852,3
30974,YBR 125   (2010-2017),101,2015,2,9109,2
30975,YBR 125 Classic   (2009-2016),101,2015,2,7790,4
30976,YBR 250   (2009-2015),101,2015,2,10791,2
30977,YZ 125   (2011-2017),101,2015,2,1521,2
30978,YZ 250 F   (2014-2017),101,2015,2,6344,2
30979,YZ 450 F   (2014-2015),101,2015,2,1618,3
30980,YZ 85   (2011-2017),101,2015,2,7360,2
30981,YZF R 125   (2014-2016),101,2015,2,9267,4
30982,YZF R1   (2015-2017),101,2015,2,2592,3
30983,YZF R1  M (2015-2017),101,2015,2,5531,2
30984,YZF R6   (2010-2016),101,2015,2,9811,1
30985,YZF-R3   (2015-2018),101,2015,2,6538,3
30986,60th Aniversario   (2015-2016),101,2016,2,6571,3
30987,Aerox 50 R.   (2011-2017),101,2016,2,7651,4
30988,D'elight   (2013-2016),101,2016,2,4964,4
30989,FJR 1300 A   (modelo actual),101,2016,2,9102,3
30990,FJR 1300 AE   (modelo actual),101,2016,2,7104,1
30991,FJR 1300 AS   (modelo actual),101,2016,2,10778,1
30992,Jog 50 RR   (2013-2017),101,2016,2,4868,1
30993,MOTO CAGE  ABS (2016),101,2016,2,7281,1
30994,MT 09   (2013-2016),101,2016,2,9055,1
30995,MT 09  Tracer (2015-2016),101,2016,2,10962,3
30996,MT 09 ABS   (2014-2017),101,2016,2,7437,2
30997,MT-03 ABS   (2016-2019),101,2016,2,5959,4
30998,MT-07   (2014-2016),101,2016,2,6316,1
30999,MT-07  ABS (2014-2017),101,2016,2,2380,4
